ID,target
ID_0000005111,0.8497473799964913
ID_0000389416,0.2584332903198174
ID_0000634789,0.4811497369029708
ID_0000778100,0.9700637059866946
ID_0001123210,0.5156679967969906
ID_0001249054,0.940660242866294
ID_0001660561,0.6803316557678007
ID_0002213924,0.27855093659054875
ID_0002486764,0.42540958556085307
ID_0002553917,0.9424910245113431
ID_0002645013,0.7044046923497412
ID_0002714519,0.14231486273885033
ID_0002723750,0.6977059762814569
ID_0002849739,0.232345895306359
ID_0002853992,0.9772772925730627
ID_0003422381,0.872071035688534
ID_0003479423,0.23304200494346805
ID_0003726729,0.5896321994619735
ID_0003855493,0.21386590846709405
ID_0003976333,0.5470908458285151
ID_0004033090,0.6112177078382436
ID_0004095086,0.8696037323968436
ID_0004099097,0.13220139597569075
ID_0004151537,0.6426250580358287
ID_0004983372,0.5831319212802049
ID_0005147402,0.593669429907258
ID_0005304696,0.9621555061310838
ID_0005660674,0.695507085173925
ID_0005808105,0.248229633817409
ID_0005923976,0.43230571981729404
ID_0006077127,0.40211095283000575
ID_0006182922,0.8947809803987273
ID_0006222530,0.8877950886007938
ID_0006380514,0.9518910969867942
ID_0006974001,0.7183587278869972
ID_0007119398,0.12222242223042612
ID_0007594833,0.5511655426820813
ID_0007747658,0.6378719288533212
ID_0008690216,0.3397017989432401
ID_0008735968,0.15187418513436163
ID_0009257088,0.540493565689078
ID_0009464009,0.26532547506304227
ID_0009531639,0.8789180457084258
ID_0009576322,0.4542918885790553
ID_0010271988,0.35962254761150925
ID_0010699737,0.5607525562342057
ID_0011054602,0.4735980667916319
ID_0012048163,0.5248533069016542
ID_0012103490,0.2879443509085641
ID_0012357542,0.22940554444704822
ID_0012758673,0.6104517133779352
ID_0013491419,0.20801150843117253
ID_0013908217,0.9265754564821933
ID_0014140037,0.9439776980741619
ID_0014492787,0.5341812531478314
ID_0014526463,0.21331728218168233
ID_0015070360,0.8336463400853885
ID_0015476307,0.4440992479606011
ID_0015499420,0.6605475416821752
ID_0015580205,0.43695542267899246
ID_0015758067,0.45393698811316235
ID_0015848831,0.7134291359301956
ID_0015882445,0.9518916870723908
ID_0015975996,0.38041874659869795
ID_0016196161,0.4728522546129513
ID_0016221588,0.6453681752894832
ID_0016453639,0.47754230217067195
ID_0016482393,0.7618647364066256
ID_0016608790,0.30060186121096394
ID_0016648066,0.7026159042050193
ID_0016883714,0.26129750923351264
ID_0016984152,0.8033666383815666
ID_0017119322,0.83454616557205
ID_0017282018,0.18387023652374623
ID_0017289067,0.621574917075413
ID_0017295642,0.3396951970564668
ID_0017343426,0.20130278751608202
ID_0017605591,0.9566209042272658
ID_0017606411,0.32908921140647684
ID_0017951401,0.5705323138641515
ID_0018084982,0.6899340928069843
ID_0018095246,0.5961304340740253
ID_0018312252,0.460172694904348
ID_0018417047,0.30731493056102455
ID_0018498377,0.26429108094677495
ID_0018717832,0.4406996274357035
ID_0018807034,0.2715742294708319
ID_0019235729,0.5653936596413293
ID_0019711710,0.419226753164254
ID_0019841061,0.5069227028075496
ID_0019987147,0.1152526235068696
ID_0020029610,0.6682083707030176
ID_0020056310,0.8740135382917099
ID_0020192252,0.22039199767317413
ID_0020658642,0.8900728768280762
ID_0020860272,0.7747599415562714
ID_0021009623,0.6871468262072464
ID_0021135558,0.5276233025072379
ID_0021406723,0.7256021916581357
ID_0021560610,0.8760556001837647
ID_0021707052,0.8115749539596874
ID_0021838493,0.16281174550334188
ID_0021875172,0.9722431609963018
ID_0021947066,0.7758548927760897
ID_0022642344,0.6194724324928227
ID_0022905001,0.7694271828521658
ID_0023091480,0.6060678490907547
ID_0023114836,0.303556003394047
ID_0023295131,0.7529624507890066
ID_0023400072,0.9198736366042224
ID_0023533659,0.714474794180816
ID_0023716550,0.3461468053900178
ID_0024009090,0.8725541288660579
ID_0024298062,0.1336048000245147
ID_0024434838,0.7069504610887661
ID_0024455207,0.297877406942435
ID_0024589389,0.5153779863687833
ID_0024657040,0.64795637650024
ID_0024740393,0.6944418188993681
ID_0024827827,0.28396124683552815
ID_0025522332,0.778294998122152
ID_0025683880,0.9268122833197129
ID_0025705978,0.8547359818576544
ID_0025902228,0.33992042328900485
ID_0026011366,0.4413631895769407
ID_0026081279,0.6424826003277904
ID_0026288975,0.6952083662676478
ID_0026796221,0.8994781423939996
ID_0027368167,0.8306374965842754
ID_0027432981,0.4711731958556821
ID_0027557558,0.6866475335028075
ID_0027684864,0.7553770471859738
ID_0027741016,0.5157213474394197
ID_0027746535,0.782414335949241
ID_0027869170,0.25451434308851634
ID_0027886850,0.12695131704583415
ID_0027965350,0.8551234261786904
ID_0028859093,0.6895870092339825
ID_0028893500,0.9155134469432371
ID_0029063733,0.36709412962388066
ID_0029141904,0.5729709574184936
ID_0029151366,0.21470343003645825
ID_0029489195,0.9616781878339136
ID_0029540863,0.8201168573468184
ID_0029696910,0.3063918542949728
ID_0029891762,0.965205614384084
ID_0030116180,0.27489253005516484
ID_0030213437,0.8226226992401302
ID_0030350706,0.45884571160830956
ID_0030431036,0.5060393272876442
ID_0030431329,0.4326596811125584
ID_0030530040,0.43921708515490837
ID_0030721205,0.91034825022174
ID_0031003115,0.3357244299833293
ID_0031332613,0.6601117726990162
ID_0031386041,0.6631714752557645
ID_0031510468,0.15812497298536862
ID_0031794263,0.8286522258231153
ID_0031871792,0.8977599983008865
ID_0031874085,0.24890979328545912
ID_0032030841,0.6874994318329668
ID_0032353650,0.16959156702922754
ID_0032563115,0.5021381363171853
ID_0032723139,0.41098728781303473
ID_0032805930,0.2543823134309303
ID_0033069299,0.8023385364184036
ID_0033323829,0.3411000505524906
ID_0033324714,0.30180297402892814
ID_0033331184,0.7412566908231571
ID_0033484448,0.43072483249716753
ID_0033505554,0.6757806138753365
ID_0033664462,0.6695838667312105
ID_0033743501,0.3642949795544771
ID_0033970032,0.11263730950100548
ID_0034228388,0.938750949279985
ID_0034330738,0.39941402595204606
ID_0034479881,0.5502443723109748
ID_0034604622,0.6476431338919689
ID_0035497015,0.927742913046694
ID_0035729420,0.380721392141374
ID_0036081808,0.37792339129139424
ID_0036259791,0.9102045850755459
ID_0036400153,0.6440458175899254
ID_0036480267,0.23556113841882195
ID_0036757999,0.3439189055225829
ID_0036960601,0.7256692138668279
ID_0036989833,0.18573492827258062
ID_0037083770,0.8203678909093001
ID_0037503466,0.7098683434645241
ID_0037598936,0.8733034355614492
ID_0037700613,0.9707985327062766
ID_0037736500,0.23691426282907288
ID_0037795440,0.26457122030039687
ID_0038005730,0.437269884432414
ID_0038683404,0.6987248618018027
ID_0038927879,0.4227037330513841
ID_0039428361,0.4634657801819081
ID_0039743451,0.44965187577585786
ID_0039763885,0.9826179720329763
ID_0039966384,0.8344934098103896
ID_0040136875,0.36649464068811416
ID_0040364299,0.5069970238070757
ID_0041007010,0.5863705327664522
ID_0041625994,0.9594619166664035
ID_0042021950,0.6533270787471194
ID_0042094540,0.6097110519387424
ID_0042259791,0.661413260212213
ID_0042318738,0.792414227371349
ID_0042969286,0.30026896990381413
ID_0043732343,0.4128266032471538
ID_0043860693,0.8850001172231052
ID_0044081162,0.6212491934147577
ID_0044213049,0.9241719796588691
ID_0044689389,0.9522385561552368
ID_0044764317,0.308146870703773
ID_0044777072,0.932500862276913
ID_0045030975,0.9109963498943265
ID_0045043182,0.6835382327525025
ID_0045360058,0.5174029733435329
ID_0045791806,0.7863460053270432
ID_0046127037,0.9511183962473474
ID_0046266165,0.8074488042113528
ID_0046591069,0.48119204898073786
ID_0046880250,0.41629589949163653
ID_0047213763,0.6845632906913021
ID_0047398748,0.8692333542403131
ID_0047444925,0.6551809839377731
ID_0047607369,0.1855756448293445
ID_0047700612,0.8401642028877726
ID_0048001203,0.3988136562767404
ID_0048256667,0.5663070088747457
ID_0048339448,0.892883370155917
ID_0048583431,0.5971005958987331
ID_0048669795,0.6414392338517669
ID_0049026889,0.28614199983611066
ID_0049410220,0.9121915223816973
ID_0049504067,0.6288909366371824
ID_0049949150,0.3778423461146979
ID_0050005232,0.6172509722801472
ID_0050453315,0.6358186674548613
ID_0050650732,0.7979578720118492
ID_0050718768,0.37713224311723664
ID_0050767675,0.38876714705907256
ID_0050862785,0.4005116290861436
ID_0050985711,0.6396084108332152
ID_0051115885,0.3513239628375304
ID_0051482210,0.6809080846122944
ID_0051645755,0.9457671238753845
ID_0051654187,0.3301419529735198
ID_0051843713,0.704133193349541
ID_0051980812,0.35450358496245493
ID_0052183684,0.9770976190166993
ID_0052228680,0.7105778523187033
ID_0052276112,0.3399277004214936
ID_0052662522,0.7220572588163118
ID_0053224649,0.2640513266674186
ID_0053409680,0.7275033215293081
ID_0053555404,0.9480329390703969
ID_0053706034,0.5751292395319894
ID_0053965646,0.4345552942666183
ID_0054176518,0.7671776323345708
ID_0054646902,0.378447090325549
ID_0055092625,0.8967625048117198
ID_0055162919,0.6122166365761605
ID_0055348921,0.7829281642190142
ID_0055391177,0.5777783403741934
ID_0055431728,0.9605453506559666
ID_0055706030,0.2776438394744634
ID_0056091414,0.95946630889836
ID_0056100122,0.401947198409742
ID_0056590337,0.9186154197015076
ID_0056826387,0.9413459087343362
ID_0057238517,0.36416914966059916
ID_0057358522,0.5068344639248122
ID_0057917094,0.2741477454642953
ID_0057992085,0.6524265203648298
ID_0058776127,0.8142987552753536
ID_0059051188,0.23667470205824498
ID_0059203529,0.44714216355745856
ID_0059280324,0.1636942509525441
ID_0059482033,0.776464068601723
ID_0059737547,0.7932749361109398
ID_0059943513,0.79882945919319
ID_0060037828,0.9760456018942689
ID_0060771383,0.25244070278578096
ID_0060808911,0.16865299661748995
ID_0060874235,0.48543137129181463
ID_0061373187,0.32747387423462543
ID_0061605127,0.6895125625772226
ID_0061812313,0.25347936306471675
ID_0061892889,0.22041685922382429
ID_0061999556,0.3712593864141587
ID_0062091984,0.20090486060211832
ID_0062160913,0.8693449333544916
ID_0062510255,0.46554116263763407
ID_0062546071,0.5229030614073491
ID_0062632165,0.35748946935551024
ID_0062793860,0.4386447864901779
ID_0063290015,0.9350784878763481
ID_0063588904,0.8038688518905727
ID_0064033630,0.5313002142724091
ID_0064149073,0.3529460105419888
ID_0064415571,0.6242944186703948
ID_0064452043,0.7679672345273744
ID_0064468955,0.4508483364732381
ID_0064832311,0.31793866048876185
ID_0064847859,0.2891630180564228
ID_0065175893,0.08855396111589565
ID_0065337395,0.2640559144728203
ID_0065439084,0.6211308868645892
ID_0065553080,0.9343371796343817
ID_0065734060,0.9703150049065993
ID_0066067664,0.24324484639111163
ID_0066538199,0.34358734499640464
ID_0066859875,0.47723168210392053
ID_0067095579,0.813549728242752
ID_0067143058,0.9395979445016936
ID_0067269773,0.8429011386663061
ID_0067353856,0.7556531399412454
ID_0067482192,0.4721275103043239
ID_0068144265,0.5095342438622524
ID_0068181711,0.3032067304613195
ID_0068221207,0.9409357481404684
ID_0068383565,0.8087018610403724
ID_0068440880,0.7297620532462392
ID_0068880674,0.7845511200605019
ID_0069902277,0.9232415650606095
ID_0070004159,0.35213350001906535
ID_0070033572,0.9158559660550739
ID_0070491248,0.3373694356736683
ID_0070846780,0.20293251258710399
ID_0070863648,0.8940373070641721
ID_0070945061,0.4477326558700204
ID_0071010561,0.5260026397286703
ID_0071110909,0.8981795422160443
ID_0071280940,0.6415434962005153
ID_0071351173,0.9521412327933013
ID_0071495551,0.40762426803372004
ID_0071673976,0.5843433506733612
ID_0071852711,0.9168741422366736
ID_0071884354,0.7915217176257215
ID_0072037974,0.8884353737325759
ID_0072583188,0.6299787137351941
ID_0073032359,0.544406996159782
ID_0073229067,0.6794092333757625
ID_0073580680,0.16304619857205957
ID_0073713566,0.45133006129760556
ID_0073758731,0.9608513291318241
ID_0074107685,0.9261587325591288
ID_0074284119,0.7152663407746033
ID_0074435690,0.5887409398662632
ID_0075339869,0.9319232942464046
ID_0075700580,0.29649687276321735
ID_0075800134,0.9171063075074241
ID_0075816478,0.1690121057545967
ID_0075858941,0.6317811884115645
ID_0076189257,0.8991659281756221
ID_0076567436,0.33989585509046183
ID_0076648164,0.977940863252696
ID_0076697391,0.8105208616164824
ID_0077045450,0.8829901445701347
ID_0077095884,0.24018628629942612
ID_0077226735,0.21911906065453743
ID_0077401537,0.464803118418066
