ID,target
ID_0000005111,0.8186047147006845
ID_0000389416,0.2234975852685024
ID_0000634789,0.5422163187230155
ID_0000778100,0.9775256866962246
ID_0001123210,0.5296743744382478
ID_0001249054,0.9318239465806712
ID_0001660561,0.6865050508358502
ID_0002213924,0.2559317531548175
ID_0002486764,0.4431900189818649
ID_0002553917,0.9500369931994392
ID_0002645013,0.7380309110308897
ID_0002714519,0.1290682687768633
ID_0002723750,0.7225906721430494
ID_0002849739,0.22235681304635915
ID_0002853992,0.9810369278520905
ID_0003422381,0.8641056934678827
ID_0003479423,0.20775058315094347
ID_0003726729,0.5996150658013338
ID_0003855493,0.18159476303466268
ID_0003976333,0.5049499330468977
ID_0004033090,0.5846667915498555
ID_0004095086,0.8943378334249792
ID_0004099097,0.11856993734167143
ID_0004151537,0.5605141971606026
ID_0004983372,0.6465714692046843
ID_0005147402,0.6291688569429732
ID_0005304696,0.9700510348944977
ID_0005660674,0.6983495038688877
ID_0005808105,0.235459595990813
ID_0005923976,0.4319170702979656
ID_0006077127,0.38159906006879024
ID_0006182922,0.8992989345633384
ID_0006222530,0.9030973524407104
ID_0006380514,0.9550519342069921
ID_0006974001,0.6549839272798111
ID_0007119398,0.11157239233203925
ID_0007594833,0.5807284290335751
ID_0007747658,0.6347977320433404
ID_0008690216,0.3839248542743061
ID_0008735968,0.1537387723190939
ID_0009257088,0.5415161612690007
ID_0009464009,0.23670983479124075
ID_0009531639,0.9038502796266613
ID_0009576322,0.4553561227198417
ID_0010271988,0.3714732782809987
ID_0010699737,0.6079529070359246
ID_0011054602,0.4579271747507927
ID_0012048163,0.5220863265988245
ID_0012103490,0.27559088224970857
ID_0012357542,0.1901720143212023
ID_0012758673,0.534589024797929
ID_0013491419,0.2234155703782247
ID_0013908217,0.9255249922747911
ID_0014140037,0.9522689859112158
ID_0014492787,0.5379449322243439
ID_0014526463,0.19798029110186166
ID_0015070360,0.8556800082181722
ID_0015476307,0.4007750483649622
ID_0015499420,0.6751794898147915
ID_0015580205,0.443905328716002
ID_0015758067,0.4502884289853885
ID_0015848831,0.6863307371290216
ID_0015882445,0.9636574010046144
ID_0015975996,0.42056487973626633
ID_0016196161,0.49067167238228515
ID_0016221588,0.611606547523374
ID_0016453639,0.5127098067317565
ID_0016482393,0.7987400781816775
ID_0016608790,0.3256662022740631
ID_0016648066,0.7343124209771539
ID_0016883714,0.2386595526304049
ID_0016984152,0.7914315084998929
ID_0017119322,0.8858911259187251
ID_0017282018,0.16263195189863985
ID_0017289067,0.6443849536835289
ID_0017295642,0.3105682773384002
ID_0017343426,0.17469882883468602
ID_0017605591,0.9626963457208341
ID_0017606411,0.3338860057240098
ID_0017951401,0.5423170348782679
ID_0018084982,0.6870725812076868
ID_0018095246,0.6025701205831314
ID_0018312252,0.4683121161071758
ID_0018417047,0.31159996973818666
ID_0018498377,0.2691843791994998
ID_0018717832,0.44535645915751887
ID_0018807034,0.2585337372101622
ID_0019235729,0.5549637435344703
ID_0019711710,0.36531987270938
ID_0019841061,0.500672770444347
ID_0019987147,0.10289231021677792
ID_0020029610,0.6616049095467115
ID_0020056310,0.8896233656113841
ID_0020192252,0.21619842676272782
ID_0020658642,0.9044983626609189
ID_0020860272,0.7837750966281458
ID_0021009623,0.6714707326331678
ID_0021135558,0.5278397128779392
ID_0021406723,0.741127475447475
ID_0021560610,0.8879450652852973
ID_0021707052,0.8205684867042056
ID_0021838493,0.11817424937756568
ID_0021875172,0.9734908660608278
ID_0021947066,0.8088170548399173
ID_0022642344,0.5650697778868224
ID_0022905001,0.7222957151914715
ID_0023091480,0.646334882777984
ID_0023114836,0.2938619513178049
ID_0023295131,0.7581780680972345
ID_0023400072,0.9258099692992321
ID_0023533659,0.7127769332965437
ID_0023716550,0.3264194700001093
ID_0024009090,0.8908230400002799
ID_0024298062,0.14274553080244629
ID_0024434838,0.7383840086674677
ID_0024455207,0.29246274103580766
ID_0024589389,0.5642625930763702
ID_0024657040,0.6305679379695617
ID_0024740393,0.7029506151042735
ID_0024827827,0.29633199995392095
ID_0025522332,0.7585466133959937
ID_0025683880,0.9346455867877028
ID_0025705978,0.832861813012033
ID_0025902228,0.30887921803713614
ID_0026011366,0.45812247190414407
ID_0026081279,0.68361585706815
ID_0026288975,0.7208820975421427
ID_0026796221,0.8993760728273456
ID_0027368167,0.8099893043066563
ID_0027432981,0.45003027028058085
ID_0027557558,0.7097928415065295
ID_0027684864,0.7620622649219164
ID_0027741016,0.5480255166250135
ID_0027746535,0.8256350457833573
ID_0027869170,0.25289547421181335
ID_0027886850,0.14490923728326585
ID_0027965350,0.8701226822743429
ID_0028859093,0.6555024392751123
ID_0028893500,0.9131326068678
ID_0029063733,0.3610683880838303
ID_0029141904,0.5665702302265455
ID_0029151366,0.1534548436059524
ID_0029489195,0.9573733013142106
ID_0029540863,0.830496932139698
ID_0029696910,0.2984275990954197
ID_0029891762,0.9675743488062487
ID_0030116180,0.28842014159827495
ID_0030213437,0.8385435984240474
ID_0030350706,0.5052375815313953
ID_0030431036,0.551202343258291
ID_0030431329,0.4895388625718277
ID_0030530040,0.42158070562005073
ID_0030721205,0.9133048105531082
ID_0031003115,0.34368530731133107
ID_0031332613,0.6684282068690207
ID_0031386041,0.6792549107015919
ID_0031510468,0.13307279728342297
ID_0031794263,0.849879570425767
ID_0031871792,0.9253327534371889
ID_0031874085,0.20207923054596236
ID_0032030841,0.6951634756628454
ID_0032353650,0.17132833302813968
ID_0032563115,0.49474077809017475
ID_0032723139,0.43351336559149484
ID_0032805930,0.23977114956037848
ID_0033069299,0.7980968160448296
ID_0033323829,0.4001399561143508
ID_0033324714,0.3028154427822439
ID_0033331184,0.7075914543581788
ID_0033484448,0.3779640157364553
ID_0033505554,0.6886462155884248
ID_0033664462,0.6269086996335397
ID_0033743501,0.35847494100389704
ID_0033970032,0.09914075081546929
ID_0034228388,0.9503512349471365
ID_0034330738,0.3593214542694722
ID_0034479881,0.5488450090269477
ID_0034604622,0.6855061735624641
ID_0035497015,0.9220397895001432
ID_0035729420,0.4194633174586836
ID_0036081808,0.40867457834639975
ID_0036259791,0.9108079526526297
ID_0036400153,0.6467437339945742
ID_0036480267,0.1830281138306584
ID_0036757999,0.41101641687227874
ID_0036960601,0.7753281411993125
ID_0036989833,0.17639494381471846
ID_0037083770,0.8239383132317359
ID_0037503466,0.7229710952530061
ID_0037598936,0.898625192250133
ID_0037700613,0.9691260972298654
ID_0037736500,0.25189435158411977
ID_0037795440,0.23745791525934637
ID_0038005730,0.4385958416943134
ID_0038683404,0.7701824842223596
ID_0038927879,0.4478509070211393
ID_0039428361,0.47180516173751785
ID_0039743451,0.38754490609832465
ID_0039763885,0.9859464467372442
ID_0039966384,0.8489231881342125
ID_0040136875,0.381738696706856
ID_0040364299,0.507036273568466
ID_0041007010,0.6122534223838763
ID_0041625994,0.9619278216097629
ID_0042021950,0.7141285639681588
ID_0042094540,0.6189548423757151
ID_0042259791,0.6494872122882681
ID_0042318738,0.8434251826012416
ID_0042969286,0.2829452418464221
ID_0043732343,0.38820189951044715
ID_0043860693,0.9039691815727898
ID_0044081162,0.6403984646245495
ID_0044213049,0.9404745383463753
ID_0044689389,0.9573839033091422
ID_0044764317,0.2683326382759834
ID_0044777072,0.9555232476651767
ID_0045030975,0.9301615430506133
